TS,X,Y,Z
3938032896,-0.30706787,0.4606018,10.210007
3948134400,-0.2303009,0.6909027,10.286774
3958205184,-0.2303009,0.61413574,10.286774
3968275968,-0.38383484,0.5373688,10.286774
3978346752,-0.38383484,0.5373688,10.13324
3988417536,-0.30706787,0.4606018,10.13324
3998488320,-0.38383484,0.5373688,10.210007
4008559104,-0.38383484,0.4606018,10.13324
4018599424,-0.30706787,0.6909027,10.210007
4028670208,-0.38383484,0.61413574,10.363541
4038771456,-0.38383484,0.5373688,10.210007
4048811776,-0.38383484,0.61413574,10.13324
4058913024,-0.2303009,0.61413574,10.286774
4068983808,-0.38383484,0.5373688,10.210007
4079054848,-0.30706787,0.61413574,10.210007
4089094912,-0.5373688,0.6909027,10.210007
4099196416,-0.4606018,0.5373688,10.286774
4109267200,-0.30706787,0.61413574,10.210007
4119337984,-0.30706787,0.5373688,10.210007
4129378304,-0.38383484,0.61413574,10.13324
4139479552,-0.38383484,0.5373688,10.210007
4149550336,-0.4606018,0.5373688,10.363541
4159621120,-0.38383484,0.4606018,10.13324
4169691904,-0.30706787,0.5373688,10.210007
4179732224,-0.38383484,0.5373688,10.363541
4189833472,-0.30706787,0.61413574,10.210007
4199904256,-0.30706787,0.5373688,10.056473
4209975040,-0.38383484,0.61413574,10.210007
4220082944,-0.30706787,0.5373688,9.979706
4230153728,-0.4606018,0.61413574,10.210007
4240224512,-0.4606018,0.61413574,10.286774
4250264832,-0.38383484,0.5373688,10.210007
4260366080,-0.4606018,0.61413574,10.056473
4270436864,-0.30706787,0.5373688,10.286774
4280477184,-0.2303009,0.4606018,10.13324
4290547968,-0.30706787,0.4606018,10.286774
4300649216,-0.30706787,0.4606018,10.286774
4310720000,-0.30706787,0.4606018,10.210007
4320790784,-0.4606018,0.4606018,10.210007
4330831104,-0.4606018,0.5373688,10.210007
4340901888,-0.38383484,0.5373688,10.210007
4351003136,-0.4606018,0.38383484,10.286774
4361073920,-0.30706787,0.6909027,10.13324
4371144960,-0.2303009,0.4606018,10.363541
4381215744,-0.38383484,0.4606018,10.210007
4391255808,-0.15353394,0.5373688,10.286774
4401326848,-0.38383484,0.6909027,10.13324
4411428096,-0.4606018,0.5373688,10.210007
4421498880,-0.30706787,0.5373688,10.210007
4431569664,-0.38383484,0.5373688,10.286774
4441640448,-0.4606018,0.61413574,10.286774
4451711232,-0.38383484,0.5373688,10.286774
4461751552,-0.30706787,0.61413574,10.210007
4471822336,-0.4606018,0.5373688,10.286774
4481923584,-0.30706787,0.5373688,10.13324
4491994368,-0.30706787,0.61413574,10.13324
4502034688,-0.4606018,0.4606018,10.286774
4512135936,-0.38383484,0.4606018,10.210007
4522206976,-0.30706787,0.5373688,10.210007
4532277760,-0.38383484,0.61413574,10.286774
4542317824,-0.4606018,0.6909027,10.210007
4552388608,-0.38383484,0.38383484,10.056473
4562490112,-0.4606018,0.61413574,10.13324
4572560896,-0.30706787,0.61413574,10.286774
4582631680,-0.30706787,0.61413574,10.13324
4592702464,-0.2303009,0.4606018,10.210007
4602742784,-0.38383484,0.5373688,10.286774
4612844032,-0.4606018,0.5373688,10.286774
4622914816,-0.38383484,0.4606018,10.286774
4632985600,-0.30706787,0.5373688,10.210007
4643056384,-0.38383484,0.4606018,10.13324
4653096704,-0.2303009,0.5373688,10.210007
4663167488,-0.30706787,0.5373688,10.210007
4673238272,-0.4606018,0.4606018,10.286774
4683309056,-0.38383484,0.61413574,10.13324
4693379840,-0.2303009,0.5373688,10.286774
4703450624,-0.30706787,0.61413574,10.13324
4713521664,-0.4606018,0.5373688,10.210007
4723622912,-0.38383484,0.4606018,10.210007
4733663232,-0.38383484,0.4606018,10.13324
4743734016,-0.30706787,0.6909027,10.286774
4753804800,-0.38383484,0.61413574,10.286774
4763906048,-0.2303009,0.61413574,10.056473
4773946368,-0.30706787,0.5373688,10.13324
4784047616,-0.2303009,0.5373688,10.286774
4794087936,-0.38383484,0.4606018,10.210007
4804158720,-0.38383484,0.4606018,10.13324
4814259968,-0.38383484,0.61413574,10.210007
4824330752,-0.38383484,0.4606018,10.286774
4834401792,-0.38383484,0.5373688,10.210007
4844441856,-0.4606018,0.38383484,10.286774
4854543360,-0.4606018,0.4606018,10.286774
4864614144,-0.38383484,0.5373688,10.13324
4884755712,-0.4606018,0.61413574,10.363541
4874684928,-0.38383484,0.61413574,10.210007
4894826496,-0.38383484,0.61413574,10.286774
4904897280,-0.38383484,0.61413574,10.286774
4914968064,-0.4606018,0.4606018,10.210007
4925038848,-0.30706787,0.61413574,10.210007
4935109632,-0.38383484,0.61413574,10.13324
4945149952,-0.2303009,0.6909027,10.210007
