TS,X,Y,Z
80535808,9.288803,0.15353394,2.9171448
90606592,9.058502000000001,-0.07676697,2.9171448
100687104,9.135268999999999,-0.07676697,2.9171448
110757888,8.981735,-0.07676697,2.8403778
120828672,8.904968,-0.15353394,2.7636108
130899456,8.904968,0,2.610077
140970240,8.904968,0.07676697,2.7636108
151071488,8.828201,0.07676697,2.7636108
161111808,8.904968,0.07676697,2.6868439
171182592,9.058502000000001,0.2303009,2.6868439
181253376,9.058502000000001,0.15353394,2.6868439
191354624,9.135268999999999,0.30706787,2.6868439
201425664,9.135268999999999,0.15353394,2.7636108
211496448,8.981735,-0.15353394,2.6868439
221567232,8.981735,-0.07676697,2.7636108
231607552,9.058502000000001,0,2.7636108
241708800,8.828201,-0.07676697,2.7636108
251779584,8.981735,0,2.7636108
261850368,8.904968,0.15353394,2.610077
271921152,8.904968,0.07676697,2.6868439
292062720,9.058502000000001,0.2303009,2.610077
281991936,9.058502000000001,0.07676697,2.6868439
302121472,8.981735,0.2303009,2.7636108
312161792,9.058502000000001,0.2303009,2.6868439
322263040,9.135268999999999,0.07676697,2.8403778
332333824,9.212035999999999,0,2.8403778
342404608,9.212035999999999,0,2.8403778
352475392,9.058502000000001,0.07676697,2.8403778
362546176,8.981735,-0.15353394,2.6868439
372617216,8.904968,-0.15353394,2.7636108
382688000,8.751434,-0.2303009,2.8403778
392758784,8.674666999999999,-0.07676697,2.610077
402829568,8.828201,-0.07676697,2.610077
412900352,8.904968,0.15353394,2.610077
422971136,8.904968,0.2303009,2.610077
433041920,8.828201,0.2303009,2.53331
443082240,8.904968,0.2303009,2.6868439
453183488,9.058502000000001,0.2303009,2.7636108
463254272,9.212035999999999,0.15353394,2.7636108
473325056,9.135268999999999,0.07676697,2.7636108
483395840,9.135268999999999,0.07676697,2.8403778
493466624,8.981735,-0.07676697,2.7636108
503537408,8.981735,-0.15353394,2.8403778
513608192,8.904968,-0.07676697,2.8403778
523679232,8.981735,-0.07676697,2.6868439
533750016,8.828201,0.07676697,2.7636108
543820800,8.981735,0.2303009,2.610077
553891584,8.981735,0.2303009,2.53331
563962368,9.058502000000001,0.15353394,2.53331
574002688,9.135268999999999,0.07676697,2.610077
584103936,9.212035999999999,0.15353394,2.610077
594174720,9.288803,-0.15353394,2.610077
604245504,9.36557,0,2.53331
614316288,9.36557,-0.07676697,2.6868439
624387072,9.212035999999999,-0.07676697,2.7636108
634427392,9.135268999999999,0,2.7636108
644528640,9.135268999999999,0,2.8403778
654599424,9.135268999999999,0.15353394,2.8403778
664670208,8.904968,0.2303009,2.7636108
674740992,8.904968,0.07676697,2.7636108
684812032,8.828201,0.2303009,2.8403778
694882816,9.058502000000001,0.15353394,2.9171448
705051392,8.904968,0.30706787,2.7636108
715152896,8.981735,0.2303009,2.9171448
725223680,9.058502000000001,0.30706787,2.9171448
735294464,9.058502000000001,0.15353394,2.9939117
745365248,9.058502000000001,0.07676697,2.9171448
755436032,9.058502000000001,-0.15353394,2.8403778
765506816,8.904968,0,2.7636108
775577600,9.058502000000001,0,2.6868439
785648384,9.058502000000001,-0.07676697,2.6868439
795719168,8.828201,0.07676697,2.7636108
805789952,8.904968,0,2.6868439
815830272,8.828201,0,2.456543
825901056,8.828201,0,2.610077
836002304,8.751434,0.07676697,2.6868439
846073088,8.674666999999999,0.15353394,2.610077
856143872,8.828201,0.07676697,2.7636108
866184192,8.981735,0.38383484,2.6868439
876285696,9.058502000000001,0.38383484,2.7636108
886356480,9.058502000000001,0.38383484,2.8403778
896427264,9.212035999999999,0.07676697,2.7636108
906486016,9.058502000000001,0.07676697,2.8403778
916526080,9.058502000000001,0.07676697,2.7636108
926597120,9.058502000000001,0,2.8403778
936667904,9.058502000000001,0,2.7636108
946769152,8.904968,0,2.6868439
956809472,8.904968,-0.07676697,2.610077
966910720,8.828201,0,2.53331
976981504,8.904968,0,2.379776
987052288,8.981735,0.15353394,2.456543
997123072,8.904968,0,2.53331
1007193856,8.981735,0.15353394,2.456543
1017234176,9.212035999999999,0.15353394,2.456543
1027335424,8.981735,0.15353394,2.7636108
1037375744,9.135268999999999,0.07676697,2.8403778
1047446528,9.135268999999999,0.07676697,2.9171448
1057548032,9.288803,0.15353394,2.9171448
1067618816,9.135268999999999,-0.07676697,2.9171448
1077689600,9.288803,0,2.9171448
1087760384,9.058502000000001,0.07676697,3.1474457
1097800704,9.058502000000001,0.2303009,3.0706787
1107871488,8.444366,0.4606018,2.9939117
1117942272,8.137299000000001,0.84443665,3.0706787
1128013056,7.676697,0.30706787,0.2303009
1138083840,7.062561,0.38383484,-0.9979706
1148154624,4.29895,1.1515045,1.6121063
1158225408,1.9191742,0.15353394,1.6121063
1168296192,0.9212036,-0.61413574,0.38383484
1178366976,0.9979706,-0.84443665,0.38383484
1188468224,0.15353394,-0.38383484,0.30706787
1198539264,-0.30706787,0,0.38383484
1208579328,-0.5373688,0.2303009,0.38383484
1218680832,-0.5373688,0.15353394,0.4606018
1228721152,-0.38383484,0.07676697,0.5373688
1238822400,-0.30706787,0.07676697,0.38383484
1248862720,-0.38383484,0.15353394,0.38383484
1258963968,-0.4606018,0.2303009,0.30706787
1269034752,-0.61413574,0.2303009,0.38383484
