TS,X,Y,Z
80566528,-0.7676697,10.210007,1.2282715
90637312,-0.7676697,10.056473,1.4585724
100677632,-0.7676697,9.902939,1.3050385
110778880,-0.7676697,9.826172,1.3818054
120819200,-0.7676697,9.826172,1.3818054
130920448,-0.7676697,9.826172,1.1515045
140991232,-0.9212036,9.826172,1.2282715
151062016,-0.7676697,9.979706,1.3050385
161132800,-0.7676697,10.210007,1.3050385
171173120,-0.84443665,10.517075,1.2282715
181274624,-0.7676697,10.286774,1.3050385
191345408,-0.7676697,10.210007,1.3050385
201416192,-0.84443665,10.210007,1.1515045
211486976,-0.7676697,10.13324,1.2282715
221527296,-0.9979706,10.056473,1.0747375
231628544,-0.9212036,9.902939,1.3818054
241699328,-0.9212036,9.672637999999999,1.5353394
251739648,-0.9212036,9.672637999999999,0.9979706
261840896,-0.9979706,9.902939,1.4585724
271911680,-1.0747375,9.979706,1.5353394
281952000,-0.84443665,9.979706,1.2282715
292022784,-0.7676697,10.13324,0.9212036
302093568,-0.7676697,10.056473,1.0747375
312164352,-0.7676697,10.210007,1.2282715
322235136,-0.7676697,10.13324,1.3818054
332305920,-0.9212036,10.13324,1.4585724
342376704,-0.84443665,9.979706,1.4585724
352447744,-0.9979706,9.749404999999999,1.3050385
362518528,-0.9212036,9.749404999999999,1.3050385
372589312,-0.9979706,9.595871000000001,1.1515045
382660096,-0.84443665,9.595871000000001,1.1515045
392730880,-0.9212036,9.672637999999999,1.1515045
402832128,-0.7676697,9.902939,1.0747375
412902912,-0.6909027,10.056473,1.3050385
422973696,-0.7676697,10.056473,1.3050385
433044480,-0.7676697,10.13324,1.5353394
443115264,-0.9212036,10.286774,1.5353394
453155584,-0.9212036,10.13324,1.5353394
463226368,-0.9979706,10.056473,1.5353394
473297152,-0.9979706,9.979706,1.3818054
483398656,-1.0747375,9.979706,1.3050385
493469440,-0.9979706,9.749404999999999,1.0747375
503540224,-0.9979706,9.672637999999999,0.9212036
513611008,-0.9212036,9.826172,0.9979706
523651328,-0.84443665,9.595871000000001,1.0747375
533752576,-0.6909027,9.826172,0.9979706
543792896,-0.6909027,10.056473,1.0747375
553894144,-0.6909027,10.210007,1.1515045
563934464,-0.84443665,10.210007,1.3818054
574035712,-0.9979706,10.363541,1.6121063
584076032,-1.0747375,10.13324,1.6121063
594177280,-1.0747375,10.286774,1.5353394
604248064,-1.1515045,10.286774,1.3818054
614318848,-0.9212036,9.826172,1.1515045
624389632,-0.7676697,9.826172,0.9212036
634460672,-0.4606018,8.751434,0.9212036
644531456,0,8.214066000000001,0.38383484
654602240,-0.4606018,7.7534637,2.149475
664642560,-0.30706787,5.7575226,2.8403778
674743808,-1.9191742,3.9151154,0.84443665
684814592,-2.0727081,1.5353394,0.2303009
694854912,-0.30706787,0.30706787,0.4606018
704956160,-0.38383484,0.07676697,0.4606018
715026944,-0.30706787,0.2303009,0.4606018
725097728,-0.5373688,0.2303009,0.4606018
735138048,-0.38383484,0.30706787,0.38383484
745208832,-0.38383484,0.2303009,0.4606018
755279616,-0.30706787,0.30706787,0.30706787
765350400,-0.38383484,0.15353394,0.4606018
775451648,-0.4606018,0.15353394,0.4606018
785491968,-0.5373688,0.30706787,0.30706787
795562752,-0.4606018,0.15353394,0.61413574
