TS,X,Y,Z
80566528,-0.5373688,0.07676697,10.593842
90637312,-0.38383484,0,10.363541
100687104,-0.30706787,0.07676697,9.979706
110757888,0,0.07676697,9.902939
120859392,-0.30706787,0,10.056473
130930176,-0.4606018,0.15353394,10.6706085
140970240,-0.4606018,0.15353394,10.6706085
151071744,-0.38383484,0.07676697,10.210007
161112064,-0.30706787,0.07676697,9.979706
171213312,-0.2303009,0.2303009,10.13324
181284096,-0.38383484,0.15353394,10.517075
191354880,-0.5373688,0,10.6706085
201395200,-0.38383484,0.2303009,10.440308
211496448,-0.15353394,0.15353394,9.902939
221536768,-0.30706787,0.07676697,10.056473
231607552,-0.38383484,0.15353394,10.286774
241678336,-0.4606018,0.15353394,10.6706085
251779584,-0.30706787,0.07676697,10.210007
261850368,-0.15353394,0,9.979706
271921408,-0.15353394,0.07676697,10.056473
281961472,-0.2303009,0.2303009,10.286774
292032256,-0.4606018,0.15353394,10.363541
302243584,-0.30706787,0.2303009,10.056473
312283904,-0.2303009,0.15353394,9.979706
322385408,-0.15353394,0.07676697,10.056473
332456192,-0.38383484,0.07676697,10.363541
342496512,-0.61413574,0.07676697,10.440308
352597760,-0.38383484,0.30706787,10.210007
362668544,-0.30706787,0.15353394,10.13324
372739328,-0.15353394,0.15353394,10.13324
382779648,-0.38383484,0.15353394,10.286774
392880896,-0.30706787,0.15353394,10.440308
402930432,-0.30706787,0.07676697,10.286774
413031680,-0.30706787,0.07676697,10.056473
423072000,-0.2303009,0.15353394,10.056473
433173248,-0.4606018,0.15353394,10.286774
443244032,-0.38383484,0.07676697,10.440308
453284352,-0.2303009,0.07676697,10.13324
463385856,-0.15353394,0.15353394,9.979706
473456640,-0.30706787,0.2303009,10.210007
483527424,-0.15353394,0.15353394,10.363541
493598208,-0.30706787,0.2303009,10.210007
503638528,-0.2303009,0.15353394,10.13324
513709312,-0.2303009,0.15353394,10.056473
523780096,-0.2303009,0.15353394,10.286774
533850880,-0.38383484,0.15353394,10.363541
543921664,-0.2303009,0.15353394,10.286774
554022912,-0.2303009,0.15353394,10.13324
564093696,-0.2303009,0.15353394,10.13324
574134016,-0.30706787,0.30706787,10.210007
584204800,-0.2303009,0.15353394,10.363541
594306048,-0.30706787,0.15353394,10.363541
604334336,-0.4606018,0.07676697,10.13324
614435584,-0.38383484,0.15353394,10.210007
624506624,-0.38383484,0.07676697,10.286774
634546688,-0.38383484,0.15353394,10.440308
644648192,-0.30706787,0.07676697,10.210007
654718976,-0.30706787,0.15353394,10.056473
664789760,-0.30706787,0.2303009,10.286774
674860544,-0.38383484,0.07676697,10.363541
684931328,-0.30706787,0.15353394,10.210007
694971648,-0.2303009,0,10.13324
705072896,-0.30706787,0.07676697,10.13324
715113216,-0.38383484,0.07676697,10.210007
725214464,-0.2303009,0,10.363541
735254784,-0.30706787,0.15353394,10.210007
745356032,-0.2303009,0.15353394,10.210007
755426816,-0.2303009,0.07676697,10.210007
765467136,-0.2303009,0.07676697,10.363541
775537920,-0.4606018,0.07676697,10.286774
785608704,-0.38383484,0.15353394,10.210007
795679488,-0.30706787,0.07676697,10.210007
805780992,-0.30706787,0.2303009,10.286774
815851776,-0.30706787,0.2303009,10.210007
825922560,-0.4606018,0.2303009,10.210007
835993344,-0.38383484,0.15353394,10.363541
846064128,-0.30706787,0.07676697,10.210007
856134912,-0.30706787,0.15353394,10.13324
866205696,-0.2303009,0.2303009,10.286774
876246016,-0.30706787,0.2303009,10.286774
886316800,-0.30706787,0.07676697,10.13324
